time,temperature_2m_max (°C),temperature_2m_min (°C),apparent_temperature_max (°C),apparent_temperature_min (°C),sunrise (iso8601),sunset (iso8601),shortwave_radiation_sum (MJ/m²),rain_sum (mm),snowfall_sum (cm),windspeed_10m_max (km/h),windgusts_10m_max (km/h),winddirection_10m_dominant (°),et0_fao_evapotranspiration (mm),elevation,city
2019-03-27,-21.3,-24.5,-26.4,-30.4,2019-03-27 16:25,2019-03-28 06:38,5.92,0,0,13.1,22.7,41,0.14,0,q
2019-03-28,-19.6,-22.3,-24.4,-27.5,2019-03-28 16:17,2019-03-29 06:45,5.22,0,0,10,12.6,36,0.16,0,q
2019-03-29,-17.3,-21.5,-21.7,-27,2019-03-29 16:09,2019-03-30 06:53,5.44,0,0.07,11.4,16.2,58,0.19,0,q
2019-03-30,-18.7,-21.4,-23.7,-26.3,2019-03-30 16:02,2019-03-31 07:00,7.23,0,0,9.3,14.8,30,0.19,0,q
2019-03-31,-18.9,-22,-23.8,-27.7,2019-03-31 15:54,2019-04-01 07:07,8.09,0,0,11.6,16.2,33,0.21,0,q
2019-04-01,-15.5,-19.8,-20.3,-25.2,2019-04-01 15:46,2019-04-02 07:15,7.52,0,0.14,11.3,15.5,43,0.24,0,q
2019-04-02,-16.4,-21.5,-21.3,-26.8,2019-04-02 15:37,2019-04-03 07:22,7.98,0,0,11.2,17.3,22,0.28,0,q
2019-04-03,-10.8,-17.8,-15.2,-23.1,2019-04-03 15:29,2019-04-04 07:30,7.41,0,0.14,10.2,22.3,4,0.28,0,q
2019-04-04,-7.9,-12.9,-11.8,-18.5,2019-04-04 15:21,2019-04-05 07:38,5.13,0,1.82,14.6,25.9,91,0.42,0,q
2019-04-05,-12.7,-16.3,-17.9,-21.5,2019-04-05 15:12,2019-04-06 07:46,7.41,0,0,13.9,21.6,45,0.34,0,q
2019-04-06,-12.4,-15.9,-17.6,-20.3,2019-04-06 15:03,2019-04-07 07:54,9.72,0,0,9.5,14.4,18,0.38,0,q
2019-04-07,-8.8,-12,-14.4,-17.5,2019-04-07 14:54,2019-04-08 08:02,8.23,0,0,14.4,21.6,44,0.56,0,q
2019-04-08,-2.6,-8.3,-7.8,-13.8,2019-04-08 14:45,2019-04-09 08:11,6.75,0,0.98,19.7,29.5,58,0.73,0,q
2019-04-09,-2.7,-7.3,-6.9,-11.4,2019-04-09 14:36,2019-04-10 08:20,6.64,0,0.7,13.5,19.1,11,0.5,0,q
2019-04-10,-6.2,-9.9,-10.3,-14,2019-04-10 14:26,2019-04-11 08:29,8.9,0,0.77,8,15.1,322,0.44,0,q
2019-04-11,-9,-12.5,-13.3,-16.8,2019-04-11 14:16,2019-04-12 08:39,11.13,0,0,7.7,13,332,0.47,0,q
2019-04-12,-9.7,-11.3,-14.2,-15.9,2019-04-12 14:05,2019-04-13 08:49,8.63,0,1.33,9,15.5,292,0.46,0,q
2019-04-13,-10,-14.3,-14.4,-19,2019-04-13 13:54,2019-04-14 09:00,10.47,0,0.07,10.5,16.9,290,0.42,0,q
2019-04-14,-11.9,-16.3,-17.1,-21.4,2019-04-14 13:42,2019-04-15 09:11,11.81,0,0,10.9,18,284,0.48,0,q
2019-04-15,-11.4,-14.6,-16.5,-19.7,2019-04-15 13:29,2019-04-16 09:24,11.31,0,0.14,10.3,18.7,269,0.48,0,q
2019-04-16,-9.7,-11.1,-14.3,-16.3,2019-04-16 13:15,2019-04-17 09:37,8.57,0,2.24,11.1,20.5,259,0.46,0,q
2019-04-17,-10.4,-15.8,-14.3,-20.2,2019-04-17 12:59,2019-04-18 09:52,12,0,0.07,6.2,19.1,305,0.52,0,q
2019-04-18,-13.6,-17.9,-17.8,-22.5,2019-04-18 12:41,2019-04-19 10:10,13.31,0,0,7.2,15.1,,0.46,0,q
2019-04-19,-16.4,-20.4,-21.2,-24.7,2019-04-19 12:17,2019-04-20 10:34,12.55,0,0,8.2,15.5,121,0.43,0,q
2019-04-20,-17.1,-20.3,-21.4,-25,1970-01-01 07:00,1970-01-01 07:00,13.65,0,0,6.2,14,319,0.42,0,q
2019-04-21,-10.6,-16.9,-15.5,-21.7,1970-01-01 07:00,1970-01-01 07:00,12.64,0,0.49,10.7,15.1,4,0.49,0,q
2019-04-22,-9,-13.5,-14,-18.5,1970-01-01 07:00,1970-01-01 07:00,15.2,0,0,21.4,28.8,63,0.86,0,q
2019-04-23,-13.3,-17.5,-17.7,-22.4,1970-01-01 07:00,1970-01-01 07:00,17.34,0,0,7,13.7,298,0.63,0,q
2019-04-24,-9.9,-14.4,-14.6,-19,1970-01-01 07:00,1970-01-01 07:00,16.05,0,0,8.6,16.6,310,0.71,0,q
2019-04-25,-9.2,-13.2,-13.4,-17.8,1970-01-01 07:00,1970-01-01 07:00,15.58,0,0,8.2,18.4,7,0.74,0,q
2019-04-26,-8.4,-13.6,-12.9,-19.5,1970-01-01 07:00,1970-01-01 07:00,16.6,0,0.49,15.1,23.4,50,0.89,0,q
2019-04-27,-5.3,-10.2,-9.7,-14.3,1970-01-01 07:00,1970-01-01 07:00,13.03,0,0.21,10.5,18.4,332,0.85,0,q
2019-04-28,-5.5,-12.4,-10.4,-16.9,1970-01-01 07:00,1970-01-01 07:00,15.9,0,0,14.2,22.3,272,0.79,0,q
2019-04-29,-3.3,-7.5,-7.7,-11.3,1970-01-01 07:00,1970-01-01 07:00,16.5,0,0,9.4,11.5,13,1.15,0,q
2019-04-30,3.1,-2.7,-0.8,-7,1970-01-01 07:00,1970-01-01 07:00,12.74,0,0,9.5,13.3,17,1.24,0,q
2019-05-01,3.2,-3.2,-0.5,-7.6,1970-01-01 07:00,1970-01-01 07:00,18.15,0,0,9,15.1,27,1.67,0,q
2019-05-02,2.8,-0.7,-2,-5.3,1970-01-01 07:00,1970-01-01 07:00,18.09,0,0,17.4,25.2,51,1.74,0,q
2019-05-03,2.4,-0.9,-2.4,-4.4,1970-01-01 07:00,1970-01-01 07:00,15.92,0,1.75,16.8,25.2,34,1.46,0,q
2019-05-04,-0.4,-3.2,-3.5,-6.8,1970-01-01 07:00,1970-01-01 07:00,13.23,0,1.19,8.7,14.8,269,0.99,0,q
2019-05-05,0.6,-3.8,-3.2,-8.1,1970-01-01 07:00,1970-01-01 07:00,20.61,0,0,9,13.7,11,1.58,0,q
2019-05-06,1.1,-3.8,-2.7,-8.3,1970-01-01 07:00,1970-01-01 07:00,22.22,0,0,9.9,14,30,1.79,0,q
2019-05-07,1.8,-0.9,-1.7,-5.3,1970-01-01 07:00,1970-01-01 07:00,19.86,0,0,12,18,44,1.69,0,q
2019-05-08,3.1,-1.3,0,-4.4,1970-01-01 07:00,1970-01-01 07:00,20.35,0,0,7.7,10.8,337,1.72,0,q
2019-05-09,1.6,-2.2,-1.4,-5.7,1970-01-01 07:00,1970-01-01 07:00,22.12,0,0,8.7,11.5,14,1.67,0,q
2019-05-10,0.5,-4.3,-3.6,-8.8,1970-01-01 07:00,1970-01-01 07:00,24.35,0,0,10.7,15.1,41,1.82,0,q
2019-05-11,0,-5.1,-4,-9.6,1970-01-01 07:00,1970-01-01 07:00,24.36,0,0,8.7,14.4,37,1.89,0,q
2019-05-12,-1,-3.2,-4.4,-6.9,1970-01-01 07:00,1970-01-01 07:00,21.7,0,0,6,9.4,15,1.68,0,q
2019-05-13,0.3,-1.7,-2.7,-5.1,1970-01-01 07:00,1970-01-01 07:00,17.68,0,0,5.6,10.4,321,1.46,0,q
2019-05-14,0.3,-2.6,-2.7,-6,1970-01-01 07:00,1970-01-01 07:00,24.14,0,0,6.4,14.4,336,1.79,0,q
2019-05-15,-0.2,-3.8,-3.9,-9,1970-01-01 07:00,1970-01-01 07:00,24.72,0,0,16.5,25.9,351,1.85,0,q
2019-05-16,-1.7,-5.7,-6.4,-10.5,1970-01-01 07:00,1970-01-01 07:00,25.36,0,0,16.9,29.5,354,1.87,0,q
2019-05-17,-2,-3.6,-5.4,-7.3,1970-01-01 07:00,1970-01-01 07:00,25.08,0,0,7.7,9.4,33,1.86,0,q
2019-05-18,-1.6,-4.1,-4.8,-7.9,1970-01-01 07:00,1970-01-01 07:00,24.38,0,0,7.1,8.6,30,1.83,0,q
2019-05-19,-1.5,-3.7,-4.7,-7.6,1970-01-01 07:00,1970-01-01 07:00,23.25,0,0,6.1,9,53,1.75,0,q
2019-05-20,-2,-4.7,-5.6,-8.7,1970-01-01 07:00,1970-01-01 07:00,25.19,0,0,7.1,9.7,43,1.82,0,q
2019-05-21,-0.7,-4.8,-4.2,-8.3,1970-01-01 07:00,1970-01-01 07:00,26.13,0,0,5.4,13.7,324,1.86,0,q
2019-05-22,1.5,-1.5,-1.7,-5.1,1970-01-01 07:00,1970-01-01 07:00,25.06,0,0,6.2,13,345,2.03,0,q
2019-05-23,1.9,-2.2,-1.2,-6.3,1970-01-01 07:00,1970-01-01 07:00,26.69,0,0,8.5,13.3,21,2.22,0,q
2019-05-24,4.3,-0.6,-0.6,-5.1,1970-01-01 07:00,1970-01-01 07:00,27.12,0,0,17.6,26.6,46,2.48,0,q
2019-05-25,5,-0.7,0.6,-3.9,1970-01-01 07:00,1970-01-01 07:00,22.36,0,0,17.6,26.6,26,2,0,q
2019-05-26,5.7,1.7,2.5,-1.6,1970-01-01 07:00,1970-01-01 07:00,17.28,0,0,8.9,19.4,354,1.83,0,q
2019-05-27,1.8,-0.2,-1.1,-3.9,1970-01-01 07:00,1970-01-01 07:00,14.72,0,3.99,10.5,19.1,264,1.41,0,q
2019-05-28,1.5,-2.4,-1,-5.9,1970-01-01 07:00,1970-01-01 07:00,26.37,0,0,6,12.6,326,2.16,0,q
2019-05-29,2.3,-0.5,-1,-4.4,1970-01-01 07:00,1970-01-01 07:00,28.62,0,0,8.3,12.2,8,2.42,0,q
2019-05-30,3.8,-0.1,0.3,-4.5,1970-01-01 07:00,1970-01-01 07:00,29.62,0,0,10.3,16.9,24,2.72,0,q
2019-05-31,3.8,-1.6,-0.1,-6,1970-01-01 07:00,1970-01-01 07:00,29.1,0,0,13.7,22.7,7,2.53,0,q
2019-06-01,1.3,-1.6,-1.9,-5,1970-01-01 07:00,1970-01-01 07:00,26.05,0,0,8.2,15.8,64,2.2,0,q
2019-06-02,1.4,-0.7,-2.9,-5.3,1970-01-01 07:00,1970-01-01 07:00,19.81,0,0.84,13.1,19.4,77,1.79,0,q
2019-06-03,3,0.3,-0.4,-3.9,1970-01-01 07:00,1970-01-01 07:00,22.28,0,0,11.6,19.4,61,2.12,0,q
2019-06-04,3.2,0.5,0,-2.8,1970-01-01 07:00,1970-01-01 07:00,23.85,0,0,7.5,11.5,6,2.2,0,q
2019-06-05,3,1.3,0.1,-2.5,1970-01-01 07:00,1970-01-01 07:00,24.48,0,0.28,11.4,17.6,49,2.21,0,q
2019-06-06,4.1,0.8,0.8,-3,1970-01-01 07:00,1970-01-01 07:00,27.24,0,0,11.5,18,23,2.4,0,q
2019-06-07,4.3,0.4,1.5,-3.8,1970-01-01 07:00,1970-01-01 07:00,20.88,0.4,3.29,13.4,20.9,63,2.11,0,q
2019-06-08,3,0.1,-0.7,-2.9,1970-01-01 07:00,1970-01-01 07:00,29.58,0,0,9.7,14.8,15,2.44,0,q
2019-06-09,3.6,0.9,0.6,-2.3,1970-01-01 07:00,1970-01-01 07:00,27.7,0,0,9.4,14,17,2.49,0,q
2019-06-10,3.5,0.5,0.6,-3.3,1970-01-01 07:00,1970-01-01 07:00,30.04,0,0,11.8,17.6,35,2.58,0,q
2019-06-11,6.9,2.9,2.2,-1.6,1970-01-01 07:00,1970-01-01 07:00,22.02,0,0,18.7,28.8,50,2.4,0,q
2019-06-12,9.2,6.7,4.6,1.9,1970-01-01 07:00,1970-01-01 07:00,11.54,0,0,20.5,33.8,59,2.51,0,q
2019-06-13,9.8,6.6,5.2,1.6,1970-01-01 07:00,1970-01-01 07:00,30.6,0,0,22.5,36,75,3.47,0,q
2019-06-14,8.3,5.4,3.5,1.2,1970-01-01 07:00,1970-01-01 07:00,19.85,0,0,20.5,36,81,2.39,0,q
2019-06-15,5.9,2.7,2.5,-0.1,1970-01-01 07:00,1970-01-01 07:00,21.02,0,0,13,19.1,20,2.03,0,q
2019-06-16,5,3,2,0.5,1970-01-01 07:00,1970-01-01 07:00,19.78,0,0,8.5,14,0,1.97,0,q
2019-06-17,6.4,3.2,2.6,-0.7,1970-01-01 07:00,1970-01-01 07:00,30.24,0,0,14.2,20.2,43,2.83,0,q
2019-06-18,6.3,4.4,2.5,-0.2,1970-01-01 07:00,1970-01-01 07:00,24.09,0.3,0,16.1,22.7,62,2.58,0,q
2019-06-19,5,3.7,1.9,0.4,1970-01-01 07:00,1970-01-01 07:00,8.27,7,3.22,14,24.5,48,1.19,0,q
2019-06-20,3.7,1.5,1.1,-3.2,1970-01-01 07:00,1970-01-01 07:00,12.28,1.6,4.69,15.3,26.3,123,1.37,0,q
2019-06-21,3.2,0.6,0.1,-2.8,1970-01-01 07:00,1970-01-01 07:00,26.56,0,0,11.5,18.7,71,2.39,0,q
2019-06-22,3.2,1.2,0.4,-3.4,1970-01-01 07:00,1970-01-01 07:00,22.58,0,0.56,16.8,27.4,76,2.26,0,q
2019-06-23,3,1.7,-1.6,-3.5,1970-01-01 07:00,1970-01-01 07:00,14.94,0,1.26,18.1,27.4,67,1.74,0,q
2019-06-24,3.7,1.4,-0.3,-3.1,1970-01-01 07:00,1970-01-01 07:00,18.24,0,1.26,15.8,24.8,58,1.87,0,q
2019-06-25,3.9,1.9,0.3,-1.1,1970-01-01 07:00,1970-01-01 07:00,22.17,0,0.28,11.2,18,350,2.07,0,q
2019-06-26,3.6,2.5,0.9,-0.3,1970-01-01 07:00,1970-01-01 07:00,15.47,1.3,1.61,7.9,11.5,58,1.61,0,q
2019-06-27,5.1,1.6,1.9,-1,1970-01-01 07:00,1970-01-01 07:00,30.78,0,0,8.8,14,346,2.81,0,q
2019-06-28,7.1,5.4,3.1,1.2,1970-01-01 07:00,1970-01-01 07:00,29.33,0,0,15.8,22.3,29,3.15,0,q
2019-06-29,8,6.6,4.7,2.1,1970-01-01 07:00,1970-01-01 07:00,30.14,0,0,19.5,28.4,42,3.52,0,q
2019-06-30,9.1,6.8,5.9,3,1970-01-01 07:00,1970-01-01 07:00,29.97,0,0,15.5,23,32,3.41,0,q
2019-07-01,7.8,5.4,4.3,1.3,1970-01-01 07:00,1970-01-01 07:00,30.66,0,0,12.5,19.8,41,3.5,0,q
2019-07-02,7.9,5.4,4.3,0.3,1970-01-01 07:00,1970-01-01 07:00,30.57,0,0,20.4,29.5,46,3.57,0,q
2019-07-03,6.6,4.7,2.5,0.2,1970-01-01 07:00,1970-01-01 07:00,30.54,0,0,16.8,22.7,43,3.24,0,q
2019-07-04,6.7,4.4,2.6,0.4,1970-01-01 07:00,1970-01-01 07:00,28.27,0,0,16.1,23.4,45,2.95,0,q
2019-07-05,5.3,2.6,1.9,-0.8,1970-01-01 07:00,1970-01-01 07:00,23.99,0,0,11.9,19.4,13,2.36,0,q
2019-07-06,5.3,3.8,1.6,-0.4,1970-01-01 07:00,1970-01-01 07:00,26.85,0,0,14.3,20.5,41,2.66,0,q
2019-07-07,7,5.2,3.2,1.4,1970-01-01 07:00,1970-01-01 07:00,22.96,0,0,16.1,24.1,41,2.61,0,q
2019-07-08,7.1,3.3,2.6,0.5,1970-01-01 07:00,1970-01-01 07:00,20.39,1.1,0,18.4,24.8,29,2.28,0,q
2019-07-09,5.6,3.3,2.6,0,1970-01-01 07:00,1970-01-01 07:00,14.08,3.4,0,14.2,20.9,45,1.48,0,q
2019-07-10,5.7,3,3,0.3,1970-01-01 07:00,1970-01-01 07:00,18.58,0,0,13.8,19.1,6,1.95,0,q
2019-07-11,7.1,4.4,4,0.6,1970-01-01 07:00,1970-01-01 07:00,27.23,0,0,12.5,18,33,2.85,0,q
2019-07-12,7,4.8,2.7,0.4,1970-01-01 07:00,1970-01-01 07:00,24.68,0,0,17.4,25.2,47,2.82,0,q
2019-07-13,7.4,6.3,2.9,1.1,1970-01-01 07:00,1970-01-01 07:00,25.93,0,0,22.4,31.7,55,3.09,0,q
2019-07-14,7.6,6.6,2.6,1.5,1970-01-01 07:00,1970-01-01 07:00,23.98,0,0,23.3,33.1,58,2.83,0,q
2019-07-15,7.3,5.5,2.6,1,1970-01-01 07:00,1970-01-01 07:00,21.19,0,0,20.5,28.8,53,2.6,0,q
2019-07-16,6.9,4.9,2.7,0.3,1970-01-01 07:00,1970-01-01 07:00,24.15,0,0,17.9,24.1,48,2.73,0,q
2019-07-17,7.2,3.9,2.6,-0.4,1970-01-01 07:00,1970-01-01 07:00,26.81,0,0,17.6,24.1,44,2.86,0,q
2019-07-18,6,4.7,1.8,-0.4,1970-01-01 07:00,1970-01-01 07:00,22.82,0,0,19.5,27.4,53,2.55,0,q
2019-07-19,5.8,4.2,3,0.8,1970-01-01 07:00,1970-01-01 07:00,21.94,0,0,15.6,21.6,37,2.11,0,q
2019-07-20,5.8,4.5,2.5,0.7,1970-01-01 07:00,1970-01-01 07:00,14.4,1.7,0,18.3,25.9,51,1.74,0,q
2019-07-21,6,4.2,3.6,1.3,1970-01-01 07:00,1970-01-01 07:00,13.09,0,0,7.7,11.5,25,1.56,0,q
2019-07-22,5.5,3.8,3,0.5,1970-01-01 07:00,1970-01-01 07:00,14.67,0,0,15.4,21.6,64,1.62,0,q
2019-07-23,6.9,5,2.5,0.7,1970-01-01 07:00,1970-01-01 07:00,16.54,0,0,17.4,24.8,66,2.13,0,q
2019-07-24,7.7,5.9,3.1,1,1970-01-01 07:00,1970-01-01 07:00,25.34,0,0,18.6,27.4,51,2.94,0,q
2019-07-25,7.9,4.6,3.1,0.4,1970-01-01 07:00,1970-01-01 07:00,24.84,0,0,18.9,27.7,46,2.86,0,q
2019-07-26,6.9,4.1,3.2,0.2,1970-01-01 07:00,1970-01-01 07:00,25.27,0,0,14.1,19.1,39,2.75,0,q
2019-07-27,6.7,4.1,2.5,-0.4,1970-01-01 07:00,1970-01-01 07:00,24.87,0,0,17.1,24.1,48,2.68,0,q
2019-07-28,6.6,4.2,1.9,0.2,1970-01-01 07:00,1970-01-01 07:00,20.95,0,0,17.7,25.9,45,2.25,0,q
2019-07-29,5.2,4,1.7,0.3,1970-01-01 07:00,1970-01-01 07:00,22.86,0,0,13.5,18,29,2.22,0,q
2019-07-30,8.1,4.6,3.6,0.7,1970-01-01 07:00,1970-01-01 07:00,24.1,0,0,17.4,25.9,40,2.55,0,q
2019-07-31,8.3,6.5,4.7,2.7,1970-01-01 07:00,1970-01-01 07:00,21.51,0,0,17.6,26.3,37,2.63,0,q
2019-08-01,8.2,6.6,5,2.9,1970-01-01 07:00,1970-01-01 07:00,19.14,0,0,15,19.1,51,2.3,0,q
2019-08-02,7.4,6.1,4.3,1.9,1970-01-01 07:00,1970-01-01 07:00,19.4,0,0,17.4,23.4,61,2.22,0,q
2019-08-03,7.4,3.8,4.5,0.6,1970-01-01 07:00,1970-01-01 07:00,20.72,0,0,12.5,19.4,2,2.11,0,q
2019-08-04,7.7,5.8,4.5,2.5,1970-01-01 07:00,1970-01-01 07:00,21.15,0,0,9.1,13,16,2.36,0,q
2019-08-05,6.4,4.5,3.3,0.9,1970-01-01 07:00,1970-01-01 07:00,19.55,0,0,12.5,16.9,33,2.03,0,q
2019-08-06,5.5,3.2,2.2,-0.6,1970-01-01 07:00,1970-01-01 07:00,20.79,0,0,10.9,16.6,43,2,0,q
2019-08-07,5.9,4.3,2.7,0.4,1970-01-01 07:00,1970-01-01 07:00,17.63,0,0,12,17.3,45,1.96,0,q
2019-08-08,6.6,5.4,4,2,1970-01-01 07:00,1970-01-01 07:00,7.62,0,0,12.5,16.9,37,1.34,0,q
2019-08-09,8.1,6.5,5.5,3.8,1970-01-01 07:00,1970-01-01 07:00,12.2,0,0,8.2,11.5,16,1.48,0,q
2019-08-10,7.8,5.2,4.9,2,1970-01-01 07:00,1970-01-01 07:00,18.99,0,0,10,14.8,18,2,0,q
2019-08-11,7.3,5,4.4,1.7,1970-01-01 07:00,1970-01-01 07:00,15.85,0,0,10,15.1,12,1.92,0,q
2019-08-12,7.1,5,4.1,1.7,1970-01-01 07:00,1970-01-01 07:00,16.81,0,0,9.6,14,18,1.83,0,q
2019-08-13,7,3.5,4.1,-0.1,1970-01-01 07:00,1970-01-01 07:00,17.92,0,0,10.4,16.2,34,1.86,0,q
2019-08-14,5.8,3.1,2.5,-0.4,1970-01-01 07:00,1970-01-01 07:00,18.08,0,0,10.6,15.5,37,1.8,0,q
2019-08-15,6.4,3.6,3,-0.8,1970-01-01 07:00,1970-01-01 07:00,18.05,0,0,12.8,20.2,47,2.05,0,q
2019-08-16,6.3,3.3,2.6,-1.3,1970-01-01 07:00,1970-01-01 07:00,17.78,0,0,13.8,20.9,46,2.03,0,q
2019-08-17,5.3,2.4,2.3,-0.9,1970-01-01 07:00,1970-01-01 07:00,17.4,0,0,9,14.8,41,1.71,0,q
2019-08-18,6.1,2.2,3.2,-0.5,1970-01-01 07:00,1970-01-01 07:00,16.6,0,0,4.9,10.4,12,1.56,0,q
2019-08-19,6.3,2.7,3.9,-0.4,1970-01-01 07:00,1970-01-01 07:00,12.21,0,0,6.5,10.8,38,1.31,0,q
2019-08-20,4.5,3.5,2.3,0.6,1970-01-01 07:00,1970-01-01 07:00,6.24,0.4,0.28,7.7,12.6,61,0.88,0,q
2019-08-21,4.1,2.7,1.4,-1.2,1970-01-01 07:00,1970-01-01 07:00,9.15,0,0.14,11,15.5,60,1.08,0,q
2019-08-22,3.9,2.2,0.6,-1.4,1970-01-01 07:00,1970-01-01 07:00,10.2,0,0,10.9,14.4,57,1.13,0,q
2019-08-23,3.9,1.3,-0.1,-3.6,1970-01-01 07:00,1970-01-01 07:00,10.22,0,0,20.3,29.9,64,1.36,0,q
2019-08-24,5.4,4.1,-0.1,-1.3,2019-08-24 12:12,2019-08-25 10:45,6.53,0,0,23.7,34.9,67,1.87,0,q
2019-08-25,5.2,4,0.1,-1,2019-08-25 12:39,2019-08-26 10:18,6.03,0,0.21,22.8,33.5,59,1.48,0,q
2019-08-26,4.7,1.9,1.5,-2.3,2019-08-26 12:57,2019-08-27 09:59,8.2,0,0,12.5,17.6,56,1.07,0,q
2019-08-27,3.7,2.3,0.5,-1.1,2019-08-27 13:13,2019-08-28 09:43,8.17,0,0,10.2,13.3,55,0.91,0,q
2019-08-28,3.4,2.6,-0.4,-1.7,2019-08-28 13:26,2019-08-29 09:29,5.41,2.4,1.4,18.1,28.4,65,0.78,0,q
2019-08-29,5.6,3.7,1.6,-0.2,2019-08-29 13:39,2019-08-30 09:16,3.87,7.1,1.82,16.1,25.2,69,0.77,0,q
2019-08-30,6.6,5.7,2.5,1.1,2019-08-30 13:50,2019-08-31 09:03,6.65,0.9,0,20.7,30.2,69,1.35,0,q
2019-08-31,6.8,5.5,1.8,0,2019-08-31 14:01,2019-09-01 08:52,8.44,0,0,21.3,31.3,56,2.01,0,q
2019-09-01,7.1,4.9,2,-0.3,2019-09-01 14:11,2019-09-02 08:41,10.41,0,0,19.4,28.4,45,1.92,0,q
2019-09-02,7.2,4.3,2,-1,2019-09-02 14:21,2019-09-03 08:31,11.1,0,0,21.4,32.4,48,2.08,0,q
2019-09-03,5.6,1.7,0.9,-2.6,2019-09-03 14:30,2019-09-04 08:21,10.5,0,0,16,24.5,51,1.33,0,q
2019-09-04,3.6,0.4,-0.3,-2.8,2019-09-04 14:39,2019-09-05 08:12,10.36,0,0,10.5,15.1,46,0.93,0,q
2019-09-05,3.7,1.4,0,-2.7,2019-09-05 14:47,2019-09-06 08:03,9.58,0,0,12.3,19.8,49,1.1,0,q
2019-09-06,3.6,0.9,0.3,-2.7,2019-09-06 14:56,2019-09-07 07:54,8.89,0,0,8.7,15.5,38,0.77,0,q
2019-09-07,3,1,-0.9,-3.9,2019-09-07 15:04,2019-09-08 07:45,9.37,0,0,13.9,23,3,1.27,0,q
2019-09-08,3.1,-0.9,-1.9,-5.3,2019-09-08 15:12,2019-09-09 07:36,9.2,0,0,13.8,21.6,37,1.22,0,q
2019-09-09,1.3,-1.1,-3.1,-5.6,2019-09-09 15:19,2019-09-10 07:28,8.49,0,0,11.8,20.2,56,0.92,0,q
2019-09-10,1.2,-2.9,-2.6,-7.6,2019-09-10 15:27,2019-09-11 07:19,7.91,0,0,11.1,23,49,0.89,0,q
2019-09-11,-0.5,-3.5,-4.6,-8.2,2019-09-11 15:34,2019-09-12 07:11,7.86,0,0,10.4,20.2,46,0.85,0,q
2019-09-12,-0.5,-2.3,-4.6,-7.4,2019-09-12 15:42,2019-09-13 07:03,6.84,0,0,14.8,23.8,44,0.86,0,q
2019-09-13,-1,-3.9,-5.2,-8.7,2019-09-13 15:49,2019-09-14 06:55,7.3,0,0,10.7,20.9,41,0.8,0,q
2019-09-14,-2.1,-4.5,-6.2,-8.7,2019-09-14 15:56,2019-09-15 06:47,6.97,0,0,8.4,18,47,0.65,0,q
2019-09-15,-1.8,-4.1,-6,-9.1,2019-09-15 16:03,2019-09-16 06:40,6.89,0,0,11.9,22,57,0.75,0,q
2019-09-16,-3,-4.8,-7.5,-9.2,2019-09-16 16:10,2019-09-17 06:32,6.62,0,0,10.7,18.7,58,0.65,0,q
2019-09-17,-2,-4.1,-7.1,-9.3,2019-09-17 16:17,2019-09-18 06:24,6.21,0,0,13.3,23,60,0.86,0,q
2019-09-18,-1.8,-4.8,-6.9,-9.6,2019-09-18 16:24,2019-09-19 06:17,6.02,0,0,13.8,23,54,0.82,0,q
2019-09-19,-2.9,-5.4,-7.6,-10.5,2019-09-19 16:31,2019-09-20 06:09,5.77,0,0,12.6,22.3,51,0.75,0,q
2019-09-20,-3.3,-4.7,-7.9,-9.6,2019-09-20 16:38,2019-09-21 06:01,5.38,0,0,12.2,21.2,43,0.73,0,q
2019-09-21,-2.6,-4.7,-7.2,-9.3,2019-09-21 16:45,2019-09-22 05:54,5.07,0,0,10.9,19.1,33,0.55,0,q
2019-09-22,-1.9,-4.2,-6.5,-8.9,2019-09-22 16:51,2019-09-23 05:47,4.52,0,0,11.3,19.1,37,0.53,0,q
2019-09-23,-0.6,-3,-3.9,-7.5,2019-09-23 16:58,2019-09-24 05:39,3.87,0,0,11.6,19.4,29,0.39,0,q
2019-09-24,1.2,-1.1,-1.9,-4.7,2019-09-24 17:05,2019-09-25 05:32,2.15,0,4.27,12.7,18.4,76,0.26,0,q
2019-09-25,-0.6,-3.4,-4.1,-8.3,2019-09-25 17:11,2019-09-26 05:24,2.78,0,0.28,12.9,20.9,90,0.33,0,q
2019-09-26,1,-2.9,-4.7,-8.9,2019-09-26 17:18,2019-09-27 05:17,2.16,0,0.77,21.7,31.3,64,0.75,0,q
2019-09-27,4.5,1.2,-0.6,-4.6,2019-09-27 17:25,2019-09-28 05:10,1.74,1.1,4.27,22.2,32.4,51,0.86,0,q
2019-09-28,5.9,4,0.7,-1.4,2019-09-28 17:31,2019-09-29 05:02,3.29,0,0,20.2,30.2,51,1.42,0,q
2019-09-29,5.1,3.1,-0.1,-1.8,2019-09-29 17:38,2019-09-30 04:55,3.01,0,0,19.7,27.4,53,1.02,0,q
2019-09-30,4.3,2.2,-0.2,-2.2,2019-09-30 17:45,2019-10-01 04:48,2.31,0,0,18.9,27.7,55,0.83,0,q
2019-10-01,4.3,3.7,0.9,-0.5,2019-10-01 17:52,2019-10-02 04:40,1.01,3.7,0.91,15,20.9,61,0.43,0,q
2019-10-02,4,1.4,-0.1,-2.3,2019-10-02 17:58,2019-10-03 04:33,1.45,0.5,0.56,14.4,20.2,56,0.38,0,q
2019-10-03,1.3,-0.7,-1.9,-4,2019-10-03 18:05,2019-10-04 04:25,1.79,0,0,8.4,10.1,12,0.16,0,q
